ID,SEX,AGE,RACE,MARITAL,SIBS,CHILDS,HOMPOP,ADULTS,BABIES,EDUC,MAEDUC,PAEDUC,SPEDUC,RINCOME,INCOME,WRKSTAT,YEARSJOB,WRKGOVT,WRKSLF,SPWRKSTA,SATJOB1,HEALTH,HAPPY,VOTE12,VOTE16,PRES12,PRES16,OWNGUN,HELL,HEAVEN,ODDS1,ODDS2
1229,1,39,1,1,2,0,4,2,0,10,12,97,16,12,12,1,2,2,2,7,4,3,2,3,3,0,0,2,0,0,0,0
1230,2,31,1,5,6,3,6,3,1,15,97,12,97,8,12,1,0.75,2,2,0,2,0,2,2,1,0,2,0,2,2,2,1
1231,2,39,1,3,6,2,3,1,0,12,15,16,97,12,12,1,2,2,2,0,2,3,2,2,1,0,3,2,1,1,8,8
1232,2,34,2,5,7,3,4,1,0,12,12,14,97,0,12,1,0.25,2,2,0,2,2,2,1,1,1,1,1,1,1,2,1
1233,1,27,1,1,4,0,2,2,0,14,13,97,14,12,12,1,0.75,2,2,6,1,0,2,2,2,0,0,0,0,0,0,0
1234,1,35,1,5,1,0,3,3,0,16,16,12,97,11,12,1,4,2,2,0,3,3,3,1,1,1,3,2,3,3,2,1
1235,2,24,1,5,3,0,1,1,0,17,11,9,97,0,12,1,0.25,2,2,0,1,3,1,2,2,0,0,2,0,0,0,0
1236,1,48,1,5,5,2,1,1,0,16,13,97,97,0,12,1,0.75,1,2,0,2,0,2,1,2,4,0,0,2,2,2,1
1237,1,21,1,5,3,0,2,2,0,14,16,16,97,0,12,4,-1,2,2,0,0,1,2,3,2,0,0,2,3,2,2,1
1238,1,30,1,5,1,0,2,2,0,15,16,16,97,12,12,1,4,2,2,0,2,2,2,2,2,0,0,1,0,0,0,0
1239,1,36,3,5,1,1,1,1,0,15,20,20,97,0,12,1,0.25,2,2,0,1,0,2,2,1,0,2,0,0,0,0,0
1240,1,52,1,5,2,0,1,1,0,12,16,13,97,0,9,4,-1,2,2,0,0,0,1,1,1,2,2,0,1,1,1,1
1241,1,36,1,1,1,2,4,2,2,17,12,15,17,13,13,1,0.75,2,2,2,2,0,1,3,3,0,0,0,2,2,2,1
1242,2,80,1,2,2,0,1,1,0,18,5,12,97,0,12,5,-1,1,2,0,0,1,2,1,1,1,1,2,2,2,2,1
1243,2,27,1,5,1,0,1,1,0,16,16,16,97,10,12,1,0.75,2,2,0,1,1,3,2,2,0,0,2,0,0,0,0
1244,2,24,1,5,4,0,3,3,0,18,16,97,97,0,11,1,0.25,2,2,0,2,0,2,1,1,2,1,0,0,0,0,0
1245,2,44,1,3,2,2,3,3,0,12,14,12,97,9,12,1,0.75,2,2,0,1,3,2,1,1,1,2,2,3,1,2,2
1246,1,89,1,1,2,5,2,2,0,11,10,6,12,0,11,5,-1,2,2,5,0,0,2,1,1,1,2,0,0,0,0,0
1247,1,22,2,5,2,0,3,3,0,13,12,12,97,0,12,1,0.25,2,2,0,2,1,1,3,2,0,0,2,0,0,0,0
1248,1,48,3,1,5,4,7,3,3,12,12,12,12,0,12,4,-1,2,2,1,0,0,3,2,2,0,0,0,0,0,0,0
1249,2,33,1,5,5,3,4,1,0,9,7,9,97,3,11,1,0.75,1,2,0,1,2,1,1,1,1,1,2,0,0,0,0
1250,2,59,3,2,17,2,2,1,0,12,0,0,97,0,8,7,-1,2,2,0,0,0,1,1,1,1,1,0,1,1,2,1
1251,1,43,3,5,5,0,1,1,0,13,14,97,97,0,12,1,0.25,2,2,0,3,3,2,1,1,2,2,2,4,4,2,1
1252,2,32,3,1,3,1,5,4,1,12,0,1,12,1,98,7,-1,2,2,1,0,2,1,3,3,0,0,2,0,0,0,0
1253,2,62,1,3,1,2,1,1,0,16,97,12,97,0,13,5,-1,2,2,0,0,2,2,1,1,1,1,2,8,8,8,8
1254,2,53,1,1,8,2,3,2,0,12,18,12,12,11,12,2,3,2,1,1,1,2,2,2,2,0,0,2,4,2,2,1
1255,2,59,1,1,1,2,1,1,0,13,97,12,18,12,12,2,33,2,2,1,1,0,1,1,1,2,2,0,1,2,2,1
1256,1,47,1,1,7,3,4,3,0,12,10,10,13,12,12,1,4,2,2,7,2,0,2,2,2,0,0,0,0,0,0,0
1257,2,18,1,5,5,0,4,4,0,12,11,8,97,0,12,6,-1,0,0,0,0,2,2,3,3,0,0,2,1,1,2,1
1258,1,64,1,2,8,2,1,1,0,12,5,12,97,12,12,1,17,1,2,0,1,2,2,2,2,0,0,2,4,1,2,2
1259,1,22,1,5,3,0,3,3,0,12,12,97,97,0,98,2,0.25,2,2,0,2,2,2,3,1,0,2,2,0,0,0,0
1260,2,37,1,1,1,0,2,2,0,16,18,18,16,12,12,1,6,2,2,1,2,0,2,1,1,1,1,0,0,0,0,0
1261,2,31,1,5,1,0,1,1,0,16,16,16,97,12,12,1,9,2,2,0,2,1,1,1,1,1,1,2,4,2,2,1
1262,2,72,1,2,1,1,1,1,0,14,14,98,97,0,12,5,-1,1,2,0,0,0,2,1,1,1,1,0,2,1,2,1
1263,2,32,1,1,0,0,2,2,0,16,16,13,16,12,12,1,0.75,1,2,2,2,2,2,1,1,1,1,2,0,0,0,0
1264,1,69,1,1,1,0,2,2,0,16,18,12,18,0,12,5,-1,2,2,5,0,1,1,1,1,1,1,2,0,0,0,0
1265,2,32,1,5,0,0,1,1,0,16,12,12,97,12,12,1,0.25,2,2,0,1,0,1,1,1,3,3,0,4,4,1,1
1266,1,32,1,5,1,0,2,2,0,16,14,14,97,12,12,1,2,2,2,0,2,0,2,1,1,1,1,0,0,0,0,0
1267,2,60,1,3,3,4,1,1,0,15,14,8,97,12,12,1,10,1,2,0,3,2,3,2,2,0,0,2,4,2,2,1
1268,1,70,1,2,1,2,1,1,0,5,2,4,97,0,9,5,-1,2,2,0,0,0,1,2,2,0,0,0,3,1,2,1
1269,2,41,3,5,4,1,2,1,1,14,12,97,97,12,12,1,8,2,2,0,1,2,2,1,1,1,1,2,1,1,1,1
1270,2,35,1,5,2,0,2,2,0,17,16,97,97,0,9,7,-1,2,2,0,0,0,3,1,2,1,0,0,3,3,2,1
1271,2,77,1,3,1,3,1,1,0,14,16,14,97,0,1,5,-1,1,2,0,0,2,2,1,1,2,2,2,3,2,8,1
1272,1,57,1,4,5,1,1,1,0,10,12,98,97,10,10,2,0.75,2,2,0,2,1,3,2,2,0,0,1,0,0,0,0
1273,1,26,1,5,2,0,2,2,0,15,12,13,97,0,9,1,0.25,8,1,0,1,3,2,2,1,0,4,1,0,0,0,0
1274,1,56,1,3,7,4,1,1,0,12,98,98,97,11,11,1,1,2,2,0,2,0,3,1,1,1,2,0,4,4,2,1
1275,1,24,1,5,2,0,1,1,0,16,14,14,97,12,12,1,2,2,2,0,2,1,2,1,1,1,1,2,4,4,2,1
1276,2,56,2,5,6,3,3,1,0,11,11,97,97,0,8,7,-1,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0
1277,2,39,3,2,3,3,4,1,0,3,4,4,97,3,11,1,0.75,2,2,0,1,2,1,3,3,0,0,2,1,1,2,1
1278,2,30,1,1,3,0,2,2,0,20,20,20,20,11,12,6,-1,2,2,6,0,1,2,1,1,1,1,2,0,0,0,0
1279,2,26,1,5,2,0,2,2,0,16,18,14,97,9,10,2,2,2,2,0,2,0,2,2,2,0,0,0,3,3,2,1
1280,2,31,1,5,16,4,5,2,0,12,97,98,97,0,4,1,0.25,2,2,0,1,2,2,2,2,0,0,2,4,4,2,1
1281,2,36,1,1,2,3,5,2,1,16,10,12,18,12,12,1,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0
1282,1,69,1,1,5,4,2,2,0,16,7,98,16,12,12,1,41,2,2,1,2,0,2,1,1,2,2,0,0,0,0,0
1283,2,39,1,1,2,2,4,2,0,16,16,17,17,12,12,1,0.25,2,2,1,1,1,1,3,3,0,0,1,2,2,2,1
1284,1,53,1,1,4,2,2,2,0,11,12,9,13,12,12,1,5,2,2,7,1,0,2,1,1,2,2,0,0,0,0,0
1285,1,55,1,4,2,2,1,1,0,12,97,14,97,12,12,1,31,2,2,0,1,2,2,1,1,2,2,1,0,0,0,0
1286,2,50,1,3,5,3,3,3,0,9,12,12,97,0,3,7,-1,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0
1287,1,31,1,1,1,0,2,2,0,18,16,18,18,12,12,1,0.25,1,2,6,1,2,1,1,1,1,1,1,0,0,0,0
1288,2,70,1,5,4,0,1,1,0,17,12,12,97,0,12,5,-1,1,2,0,0,0,2,1,1,2,2,0,3,1,2,1
1289,2,68,1,3,4,2,1,1,0,14,16,16,97,0,13,2,0.25,8,1,0,1,1,2,1,1,1,1,2,0,0,0,0
1290,1,73,1,1,1,2,2,2,0,15,98,12,16,12,13,1,18,2,2,2,1,0,1,1,1,1,1,0,0,0,0,0
1291,2,60,1,5,6,0,1,1,0,20,14,16,97,10,12,7,-1,1,2,0,0,2,2,1,1,1,1,2,0,0,0,0
1292,1,30,1,5,3,0,2,2,0,12,12,98,97,11,12,1,0.25,2,2,0,1,2,2,1,2,4,0,1,0,0,0,0
1293,2,60,1,1,0,2,2,2,0,14,12,12,12,12,12,1,39,1,2,1,2,0,2,1,1,1,1,0,1,1,2,1
1294,1,61,1,3,9,3,1,1,0,12,12,8,97,1,12,2,0.75,1,2,0,2,3,3,1,1,1,1,1,0,0,0,0
1295,2,69,1,2,2,3,1,1,0,11,12,98,97,9,9,1,3,2,2,0,1,0,2,2,2,0,0,0,0,0,0,0
1296,1,41,1,5,4,3,1,1,0,9,98,97,97,0,2,7,-1,2,2,0,0,2,3,2,2,0,0,2,1,1,2,1
1297,1,64,1,5,3,0,1,1,0,14,19,97,97,0,9,5,-1,2,2,0,0,2,2,1,1,1,1,2,0,0,0,0
1298,2,63,1,2,6,4,2,2,0,12,9,9,97,0,12,5,-1,2,2,0,0,0,2,1,1,1,1,0,0,0,0,0
1299,1,22,2,5,1,1,3,2,1,11,13,97,97,0,3,2,0.75,2,2,0,1,3,2,3,1,0,1,2,0,0,0,0
1300,2,33,1,4,9,2,5,2,2,12,0,97,97,13,1,4,-1,8,8,0,0,0,3,1,2,2,0,0,1,1,1,1
1301,1,56,1,5,2,0,1,1,0,16,8,12,97,12,12,1,34,2,1,0,2,2,2,1,1,1,1,2,0,0,0,0
1302,2,30,1,1,1,1,3,2,0,15,12,97,18,12,12,4,-1,2,2,1,0,1,3,1,1,1,1,1,4,3,2,1
1303,2,89,1,2,2,3,2,2,0,14,11,97,97,0,11,5,-1,2,2,0,0,3,2,1,1,1,1,2,0,0,0,0
1304,2,61,1,3,1,1,1,1,0,16,9,12,97,12,12,1,0.75,2,2,0,1,0,1,1,1,2,1,0,0,0,0,0
1305,1,55,1,3,1,2,3,2,0,12,12,14,97,12,12,1,24,2,2,0,2,2,2,2,2,0,0,2,0,0,0,0
1306,2,67,1,5,2,0,1,1,0,18,18,20,97,0,12,5,-1,2,2,0,0,1,1,1,1,1,1,2,3,1,2,1
1307,2,61,1,1,1,2,2,2,0,12,8,6,12,0,12,3,99,2,2,1,9,2,2,1,1,1,2,1,0,0,0,0
1308,1,69,1,2,3,3,4,3,1,12,12,14,97,0,9,5,-1,2,1,0,0,0,1,1,1,1,2,0,0,0,0,0
1309,1,30,2,5,6,0,3,3,0,16,19,98,97,0,12,1,0.25,2,2,0,2,2,3,1,1,1,1,2,0,0,0,0
1310,1,70,1,1,2,3,2,2,0,12,12,14,12,0,12,5,-1,1,2,5,0,0,2,1,1,2,2,0,1,1,2,1
1311,1,41,2,3,6,3,1,1,0,13,12,12,97,12,12,2,3,2,2,0,2,1,2,2,2,0,0,2,3,2,1,1
1312,2,67,2,5,8,3,1,1,0,8,10,10,97,9,10,2,16,1,2,0,1,4,2,1,2,1,0,2,3,2,1,1
1313,1,62,1,3,3,1,1,1,0,12,7,97,97,0,9,5,-1,1,2,0,0,2,3,1,1,1,2,2,0,0,0,0
1314,2,36,2,3,3,3,4,1,9,14,15,16,97,12,12,1,3,2,2,0,1,2,2,1,1,1,1,2,1,1,2,1
1315,2,51,1,1,1,2,3,3,0,14,12,14,12,12,13,1,12,2,2,1,1,0,2,1,1,2,2,0,2,1,2,1
1316,2,65,1,1,1,0,2,2,0,16,12,12,12,12,12,2,0.75,2,2,1,2,2,2,1,1,9,2,1,3,1,2,1
1317,1,63,2,3,8,7,8,3,2,12,12,97,97,8,12,2,2,2,2,0,1,0,1,1,1,1,1,0,1,1,2,1
1318,1,23,1,5,4,0,4,3,0,16,12,14,97,0,12,1,0.25,2,2,0,1,1,1,3,1,0,2,1,0,0,0,0
1319,2,89,1,2,4,7,1,1,0,12,98,98,97,0,2,7,-1,2,2,0,0,0,1,1,1,1,1,0,1,2,2,2
1320,2,47,1,1,2,0,3,2,1,16,13,16,12,9,12,3,4,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1
1321,2,75,1,2,3,3,1,1,0,12,12,8,97,0,12,5,-1,2,2,0,0,2,2,1,1,2,2,2,0,0,0,0
1322,1,24,1,1,2,0,2,2,0,12,14,12,13,12,12,1,0.75,2,2,2,1,2,1,2,1,0,2,1,0,0,0,0
1323,1,42,1,1,3,2,4,2,9,13,14,12,18,12,12,1,99,9,1,2,9,1,2,1,1,2,2,1,2,2,1,1
1324,2,29,1,5,1,1,2,1,1,12,13,97,97,0,9,7,-1,0,0,0,0,4,1,2,2,0,0,2,0,0,0,0
1325,2,26,1,5,1,0,2,2,0,14,12,97,97,11,11,1,1,2,2,0,1,0,2,2,1,0,3,0,1,1,2,1
1326,2,89,2,2,7,7,3,3,0,10,98,97,97,0,7,5,-1,2,2,0,0,2,2,2,2,0,0,2,1,1,2,1
1327,2,76,1,1,7,2,2,2,0,12,6,6,12,0,12,5,-1,2,2,5,0,3,2,1,1,1,1,1,1,1,2,2
1328,2,36,1,1,0,2,4,2,0,12,12,12,9,12,12,1,3,1,2,1,1,2,2,2,1,0,2,2,0,0,0,0
1329,2,77,1,1,3,3,2,2,0,12,12,12,10,0,12,7,-1,2,1,7,0,2,1,1,1,2,2,1,1,1,2,1
1330,1,32,1,1,3,2,4,2,2,12,12,14,16,12,12,1,8,2,2,4,1,0,2,1,1,2,2,0,4,4,2,1
1331,1,72,1,3,1,2,2,2,0,12,98,12,97,0,9,5,-1,2,2,0,0,2,2,2,2,0,0,1,8,8,2,1
1332,2,39,1,1,1,1,3,2,0,17,17,12,12,9,12,1,5,2,2,1,2,2,1,3,3,0,0,2,0,0,0,0
1333,2,71,1,1,7,0,2,2,0,12,10,9,12,0,12,5,-1,2,2,5,0,3,2,1,1,2,2,1,1,1,2,1
1334,1,31,1,3,6,3,1,1,0,14,9,20,97,12,12,1,1,2,2,0,1,0,2,2,1,0,2,0,0,0,0,0
1335,1,69,1,1,2,2,2,2,0,18,12,18,16,0,12,5,-1,1,2,5,0,0,2,1,1,1,1,0,0,0,0,0
1336,1,35,3,1,11,2,4,2,1,3,0,0,1,10,10,1,3,2,2,7,1,1,1,3,3,0,0,2,0,0,0,0
1337,1,80,1,1,1,2,2,2,0,16,8,8,12,0,12,5,-1,1,2,5,0,0,2,1,1,2,2,0,0,0,0,0
1338,1,49,1,3,2,3,2,1,0,16,16,16,97,12,12,1,26,1,2,0,1,1,1,1,1,1,1,2,2,2,2,1
1339,1,42,1,1,1,3,2,2,0,12,12,12,12,12,12,1,1,2,2,2,2,0,2,2,1,0,1,0,0,0,0,0
1340,2,36,3,1,14,3,5,2,0,3,1,0,6,0,10,6,-1,2,2,5,0,2,1,2,2,0,0,2,2,2,8,2
1341,1,71,1,1,6,1,2,2,0,10,98,97,10,0,12,5,-1,2,2,8,0,4,2,2,2,0,0,1,0,0,0,0
1342,1,64,1,5,3,1,3,3,0,6,98,8,97,0,1,5,-1,2,2,0,0,0,2,2,2,0,0,0,1,1,1,1
1343,1,57,1,3,1,1,1,1,0,14,12,6,97,11,11,1,30,2,1,0,2,1,2,1,1,2,2,1,2,2,2,1
1344,2,24,1,1,1,1,5,4,1,12,12,11,12,1,98,7,-1,2,2,1,0,3,1,2,2,0,0,1,0,0,0,0
1345,2,47,1,3,0,1,3,3,0,13,12,12,97,0,12,2,0.75,1,2,0,1,2,1,2,2,0,0,2,4,1,1,2
1346,1,23,1,5,1,0,4,4,0,13,12,13,97,12,12,1,3,1,2,0,1,1,2,3,1,0,2,2,0,0,0,0
1347,1,46,1,3,0,2,5,4,1,14,12,10,97,12,12,1,3,2,2,0,3,2,2,1,1,1,9,1,4,4,2,1
1348,1,57,1,3,5,2,3,3,0,10,98,98,97,0,12,1,1,2,2,0,1,0,1,2,2,0,0,0,0,0,0,0
1349,2,50,1,1,2,3,2,2,0,18,97,15,13,12,12,3,3,1,2,8,2,2,2,1,1,1,1,2,0,0,0,0
1350,2,34,1,5,2,0,1,1,0,13,13,97,97,12,12,1,99,2,2,0,9,0,2,1,2,1,0,0,1,1,2,1
1351,1,20,1,5,3,0,4,3,0,13,16,16,97,0,98,6,-1,0,0,0,0,2,2,3,3,0,0,1,0,0,0,0
1352,2,49,1,1,4,2,2,2,0,15,14,16,14,12,12,1,1,2,2,1,1,2,1,2,1,0,2,1,1,1,2,1
1353,2,30,3,5,6,0,2,2,0,15,12,97,97,12,12,4,-1,2,2,0,0,0,2,1,1,1,1,0,3,3,2,1
1354,1,29,1,1,3,2,4,2,2,12,14,97,16,12,12,1,3,2,2,7,3,3,2,1,2,1,0,2,2,2,1,2
1355,2,61,1,3,6,3,1,1,0,12,12,98,97,12,12,1,17,2,2,0,1,0,1,1,2,1,0,0,0,0,0,0
1356,2,29,3,5,1,0,2,1,0,20,17,15,97,0,11,6,-1,0,0,0,0,3,2,3,3,0,0,2,4,4,2,1
1357,1,21,1,5,1,0,2,2,0,14,12,12,97,0,2,6,-1,0,0,0,0,2,2,3,1,0,1,2,0,0,0,0
1358,1,24,1,5,3,0,2,2,0,16,16,12,97,12,12,6,-1,2,2,0,0,0,2,1,1,2,8,0,0,0,0,0
1359,2,34,1,1,0,1,2,2,0,18,12,12,14,0,13,5,-1,1,2,5,0,2,1,1,1,1,1,1,1,1,2,1
1360,2,25,1,5,1,0,2,2,0,14,16,97,97,5,12,1,0.75,2,2,0,2,0,2,1,1,1,1,0,3,3,2,1
1361,1,21,1,5,2,0,4,4,0,14,16,16,97,0,2,6,-1,0,0,0,0,3,3,3,2,0,0,2,2,2,2,1
1362,1,22,1,5,2,0,4,4,0,15,19,16,97,0,13,6,-1,0,0,0,0,1,2,3,2,0,0,2,0,0,0,0
1363,1,38,1,5,4,4,4,3,0,12,98,98,97,4,13,2,99,2,2,0,9,3,3,2,2,0,0,1,9,9,2,2
1364,1,70,1,1,4,0,2,2,0,12,12,12,15,10,12,5,-1,2,2,5,0,2,2,1,2,2,0,1,0,0,0,0
1365,2,33,1,1,3,2,4,2,1,12,14,12,10,0,12,7,-1,2,2,1,0,0,2,1,2,1,0,0,1,1,2,1
1366,2,75,1,1,4,1,2,2,0,10,12,97,9,0,12,5,-1,1,2,5,0,3,1,2,1,0,1,2,1,1,2,2
1367,1,56,1,1,1,1,2,2,0,12,97,16,10,9,11,4,-1,2,2,2,0,3,2,1,1,2,2,2,0,0,0,0
1368,1,68,1,1,2,3,2,2,0,16,14,16,16,0,12,5,-1,2,2,5,0,0,2,1,1,1,1,0,2,1,2,1
1369,2,39,1,1,2,3,5,2,0,12,12,97,15,0,9,1,0.75,2,2,1,1,2,2,2,2,0,0,2,3,3,2,1
1370,2,54,1,1,3,2,2,2,0,14,12,14,12,11,12,2,34,2,1,2,1,2,2,1,1,9,2,1,0,0,0,0
1371,1,60,1,1,5,2,2,2,0,12,5,6,17,12,12,1,9,2,2,1,2,0,3,2,2,0,0,0,0,0,0,0
1372,1,60,1,1,3,1,2,2,0,14,12,8,14,12,12,1,13,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1
1373,1,36,1,1,2,2,4,2,1,18,16,14,16,0,12,1,0.25,1,2,1,1,3,2,1,1,2,2,1,0,0,0,0
1374,2,31,1,1,0,1,3,2,1,12,12,10,12,12,12,1,2,2,2,1,1,1,2,2,1,0,2,1,1,1,2,2
1375,2,41,2,1,5,3,2,2,0,16,98,97,14,12,12,1,2,2,2,1,1,2,2,1,1,1,1,2,0,0,0,0
1376,2,29,1,3,2,1,2,2,0,14,13,12,97,12,12,1,4,2,2,0,1,0,2,1,1,1,2,0,3,3,2,2
1377,2,38,1,1,1,1,2,2,0,16,12,12,12,11,12,1,1,2,1,5,1,2,1,1,1,2,2,1,0,0,0,0
1378,2,42,1,3,1,1,1,1,0,15,12,97,97,12,12,1,11,2,2,0,1,3,2,1,1,1,2,1,1,1,2,1
1379,2,69,1,3,1,2,1,1,0,13,12,12,97,0,12,5,-1,2,2,0,0,4,2,1,1,1,1,1,0,0,0,0
1380,2,29,2,1,0,1,2,2,0,16,16,12,16,12,12,1,6,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2
1381,1,33,3,1,7,4,2,2,0,3,5,3,6,0,9,6,-1,1,1,1,0,3,2,3,3,0,0,2,0,0,0,0
1382,1,27,1,1,0,1,3,2,1,14,12,97,12,12,12,1,6,1,2,7,1,1,1,1,2,1,0,1,4,4,2,1
1383,1,42,1,1,0,7,4,4,0,14,14,10,13,3,12,1,0.75,2,2,7,2,2,3,1,1,1,2,1,0,0,0,0
1384,1,57,1,1,3,4,4,3,0,19,18,12,16,12,13,1,12,2,2,7,1,0,1,1,1,2,2,0,0,0,0,0
1385,2,41,1,3,4,1,1,1,0,18,20,18,97,0,12,1,0.25,1,2,0,2,2,2,1,1,1,1,2,0,0,0,0
1386,2,70,1,3,3,0,1,1,0,16,12,17,97,0,11,5,-1,1,2,0,0,2,1,1,1,1,1,2,0,0,0,0
1387,1,31,1,1,98,2,2,2,0,8,14,97,15,9,10,1,6,2,2,1,2,3,2,2,1,0,2,2,2,3,1,2
1388,2,68,1,1,3,2,2,2,0,14,9,8,14,11,12,5,-1,1,2,5,0,2,1,1,1,2,2,3,0,0,0,0
1389,2,38,1,1,1,1,4,3,1,20,12,16,20,12,12,1,11,2,1,1,2,2,2,1,1,1,1,2,1,1,8,1
1390,1,57,1,5,1,0,1,1,0,16,12,16,97,0,13,7,-1,2,2,0,0,2,1,1,1,1,1,1,0,0,0,0
1391,1,38,1,1,3,2,2,2,0,15,12,12,12,12,12,1,18,1,2,2,1,2,2,2,2,0,0,3,0,0,0,0
1392,2,30,1,5,2,0,2,2,0,18,14,14,97,6,12,1,1,1,2,0,2,2,2,1,1,2,2,1,1,1,2,1
1393,1,68,1,1,4,2,2,2,0,11,12,5,12,11,12,2,48,2,2,5,2,3,2,1,1,1,2,1,0,0,0,0
1394,2,75,1,3,7,2,1,1,0,12,12,97,97,0,13,5,-1,2,2,0,0,0,2,1,1,2,2,0,1,1,8,1
1395,1,82,1,1,10,2,2,2,0,12,7,98,12,98,12,1,35,2,1,7,1,2,2,2,1,0,2,1,2,1,2,1
1396,1,71,1,1,7,2,2,2,0,19,97,12,11,0,12,5,-1,2,2,5,0,0,2,1,1,1,1,0,0,0,0,0
1397,1,44,1,1,9,3,1,1,0,9,97,10,9,12,12,1,5,2,2,7,1,3,2,1,2,1,0,1,0,0,0,0
1398,2,82,1,2,3,3,1,1,0,13,13,12,97,0,9,5,-1,2,2,0,0,2,2,1,1,1,1,2,1,1,2,1
1399,2,69,3,1,98,3,2,2,0,12,98,12,18,0,98,5,-1,0,0,5,0,1,1,1,1,1,1,2,0,0,0,0
1400,1,40,2,5,3,0,1,1,0,16,12,97,97,12,12,1,9,1,2,0,2,0,2,1,1,1,1,0,0,0,0,0
1401,2,61,2,2,4,2,1,1,0,12,98,98,97,12,1,1,10,1,2,0,1,2,2,1,1,1,1,2,2,2,1,2
1402,1,70,1,1,1,1,2,2,0,11,97,97,12,0,11,5,-1,2,2,5,0,0,1,1,1,4,4,0,1,2,8,9
1403,2,57,1,1,2,2,2,2,0,13,15,14,16,11,12,1,11,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2
1404,2,37,1,5,3,0,1,1,0,16,9,18,97,12,12,1,5,1,2,0,2,3,3,2,2,0,0,2,0,0,0,0
1405,1,64,2,1,5,3,2,2,0,15,12,98,14,0,12,5,-1,2,2,1,0,0,2,1,1,1,1,0,0,0,0,0
1406,2,74,2,2,2,4,1,1,0,18,8,7,97,0,12,5,-1,1,2,0,0,2,2,1,1,1,1,3,1,1,2,1
1407,2,71,2,4,0,3,1,1,0,12,98,97,97,98,9,5,-1,1,2,0,0,2,2,1,1,1,1,2,0,0,0,0
1408,1,22,1,5,1,0,3,2,0,14,16,97,97,11,12,6,-1,2,2,0,0,2,2,3,2,0,0,1,0,0,0,0
1409,2,26,1,5,1,0,3,3,0,10,10,6,97,7,11,7,-1,1,2,0,0,4,3,2,2,0,0,2,2,1,2,2
1410,2,52,1,1,3,2,3,3,0,13,97,8,9,12,12,1,3,1,2,8,1,3,2,1,1,2,2,1,1,1,2,1
1411,2,84,2,2,6,3,2,2,0,12,2,3,97,0,12,5,-1,2,2,0,0,2,2,1,1,1,1,1,0,0,0,0
1412,1,22,3,5,6,9,2,2,0,10,98,97,97,98,12,4,-1,2,2,0,0,4,2,3,2,0,0,2,3,3,8,8
1413,1,28,2,5,3,0,2,2,0,13,13,97,97,7,11,1,3,2,2,0,1,1,2,1,2,1,0,2,0,0,0,0
1414,2,60,1,3,2,2,1,1,0,12,12,12,97,12,12,1,3,2,2,0,2,1,2,1,1,2,2,2,1,1,2,1
1415,2,31,2,5,7,0,1,1,0,15,11,14,97,5,9,2,0.25,2,2,0,2,0,3,1,1,1,1,0,1,1,2,1
1416,1,45,2,3,2,5,1,1,0,15,97,12,97,12,12,1,5,2,2,0,2,3,3,1,1,1,1,2,2,2,2,1
1417,1,49,2,1,2,0,3,2,0,14,12,12,12,12,12,1,21,1,2,1,1,0,1,1,1,1,1,0,0,0,0,0
1418,2,32,1,5,4,5,2,1,0,10,7,97,97,0,3,1,0.75,2,2,0,2,2,2,1,2,1,0,2,4,4,2,2
1419,2,43,2,3,9,5,1,1,0,11,14,97,97,8,8,2,0.25,2,2,0,2,2,3,1,1,1,1,2,0,0,0,0
1420,2,45,2,3,12,3,4,3,0,14,12,97,97,12,12,1,4,1,2,0,2,0,2,1,1,1,1,0,1,1,2,1
1421,1,65,1,1,6,2,2,2,0,14,12,12,16,0,12,5,-1,2,2,2,0,1,1,1,1,1,1,2,2,2,2,2
1422,2,32,1,5,3,2,4,2,0,14,16,12,97,0,9,2,0.25,2,1,0,1,2,2,1,2,1,0,2,0,0,0,0
1423,2,23,1,5,2,1,3,2,1,11,12,12,97,3,12,7,-1,2,2,0,0,0,2,3,1,0,3,0,3,3,2,1
1424,1,52,1,1,0,2,3,3,0,18,12,12,16,12,12,1,6,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1
1425,2,58,1,1,2,2,2,2,0,16,12,12,14,12,12,1,5,2,2,5,1,2,2,1,1,1,1,2,0,0,0,0
1426,2,21,1,5,5,0,7,4,0,15,12,97,97,5,98,2,0.25,2,2,0,2,0,2,3,2,0,0,0,0,0,0,0
1427,2,77,1,2,0,1,1,1,0,16,12,8,97,4,12,5,-1,2,2,0,0,1,2,1,1,1,1,2,0,0,0,0
1428,1,86,1,1,5,4,2,2,0,10,5,4,12,0,12,5,-1,2,2,5,0,1,1,1,1,2,2,1,1,1,1,2
1429,2,52,1,3,4,2,2,2,0,14,12,8,97,12,98,2,7,1,2,0,1,2,2,1,1,1,1,1,0,0,0,0
1430,1,66,1,3,0,2,1,1,0,16,12,9,97,0,12,5,-1,1,2,0,0,1,2,1,1,2,2,2,1,1,2,1
1431,2,72,1,2,1,5,2,1,0,14,6,8,97,0,13,5,-1,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0
